,title,genres,tmdb_id
1737,Belly (1998),Crime|Drama,12888
1738,Gods and Monsters (1998),Drama,3033
1739,"Siege, The (1998)",Action|Thriller,9882
1740,"Waterboy, The (1998)",Comedy,10663
1741,Elizabeth (1998),Drama,4518
1742,Velvet Goldmine (1998),Drama,1808
1743,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,3600
1744,I'll Be Home For Christmas (1998),Comedy|Romance,17037
1745,Meet Joe Black (1998),Romance,297
1746,Hard Core Logo (1996),Comedy|Drama,21589
1747,Runaway Train (1985),Action|Adventure|Drama|Thriller,11893
1748,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,12223
1749,"Pope of Greenwich Village, The (1984)",Drama,32081
1750,Sid and Nancy (1986),Drama,14924
1751,Mona Lisa (1986),Comedy|Thriller,10002
1752,Heart Condition (1990),Comedy,41817
1753,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,19426
1754,"Big Chill, The (1983)",Comedy|Drama,12560
1755,Enemy of the State (1998),Action|Thriller,9798
1756,"Rugrats Movie, The (1998)",Animation|Children|Comedy,14444
1757,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,9487
1758,Celebrity (1998),Comedy,9466
1759,Central Station (Central do Brasil) (1998),Drama,666
1760,Savior (1998),Drama|War,2042
1761,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,10162
1762,"Celebration, The (Festen) (1998)",Drama,309
1763,Pink Flamingos (1972),Comedy,692
1764,Glen or Glenda (1953),Drama,24018
1765,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,1678
1766,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,39256
1767,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,1680
1768,King Kong (1933),Action|Adventure|Fantasy|Horror,244
1769,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,10730
1770,King Kong Lives (1986),Adventure|Sci-Fi,31947
1771,Desperately Seeking Susan (1985),Comedy|Drama|Romance,8130
1772,"Emerald Forest, The (1985)",Action|Adventure|Drama,11532
1773,Fletch (1985),Comedy|Crime|Mystery,9749
1774,Fletch Lives (1989),Comedy,14628
1775,Red Sonja (1985),Action|Adventure|Fantasy,9626
1776,Gung Ho (1986),Comedy|Drama,13698
1777,"Money Pit, The (1986)",Comedy,10466
1778,"View to a Kill, A (1985)",Action|Adventure|Thriller,707
1779,Lifeforce (1985),Horror|Sci-Fi,11954
1780,Police Academy (1984),Comedy|Crime,9336
1781,Police Academy 2: Their First Assignment (1985),Comedy|Crime,10157
1782,Police Academy 3: Back in Training (1986),Comedy|Crime,12118
1783,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,10587
1784,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,11825
1785,Police Academy 6: City Under Siege (1989),Comedy|Crime,11895
1786,Babe: Pig in the City (1998),Adventure|Children|Drama,9447
1787,Home Fries (1998),Comedy|Romance,12257
1788,Very Bad Things (1998),Comedy|Crime,10029
1789,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,27104
1790,Psycho (1998),Crime|Horror|Thriller,11252
1791,Little Voice (1998),Comedy,8545
1792,"Simple Plan, A (1998)",Crime|Drama|Thriller,10223
1793,Jack Frost (1998),Children|Comedy|Drama,9745
1794,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,200
1795,"Prince of Egypt, The (1998)",Animation|Musical,9837
1796,Rushmore (1998),Comedy|Drama,11545
1797,Shakespeare in Love (1998),Comedy|Drama|Romance,1934
1798,Miracle on 34th Street (1947),Comedy|Drama,11881
1799,Santa Claus: The Movie (1985),Adventure|Children|Fantasy,13764
1800,Prancer (1989),Children|Drama|Fantasy,24951
1801,Pale Rider (1985),Western,8879
1802,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,1369
1803,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,1368
1804,Rambo III (1988),Action|Adventure|Thriller|War,1370
1805,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,10303
1806,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,9326
1807,Cocoon (1985),Comedy|Sci-Fi,10328
1808,Cocoon: The Return (1988),Comedy|Sci-Fi,11285
1809,Rocky II (1979),Action|Drama,1367
1810,Rocky III (1982),Action|Drama,1371
1811,Rocky IV (1985),Action|Drama,1374
1812,Rocky V (1990),Action|Drama,1375
1813,Clue (1985),Comedy|Crime|Mystery|Thriller,15196
1814,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,11904
1815,Violets Are Blue... (1986),Drama|Romance,215875
1816,Back to School (1986),Comedy,15596
1817,Heartburn (1986),Comedy|Drama,13818
1818,Nothing in Common (1986),Comedy,29968
1819,Extremities (1986),Drama|Thriller,44326
1820,"Karate Kid, The (1984)",Drama,1885
1821,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,8856
1822,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,10495
1823,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,5825
1824,You've Got Mail (1998),Comedy|Romance,9489
1825,"General, The (1998)",Crime,16885
1826,"Thin Red Line, The (1998)",Action|Drama|War,8741
1827,"Faculty, The (1998)",Horror|Sci-Fi,9276
1828,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,9822
1829,Mighty Joe Young (1949),Adventure|Children|Drama,39314
1830,Patch Adams (1998),Comedy|Drama,10312
1831,Stepmom (1998),Drama,9441
1832,"Civil Action, A (1998)",Drama,9422
1833,Hurlyburly (1998),Drama,24525
1834,Tea with Mussolini (1999),Comedy|Drama|War,10368
1835,Affliction (1997),Drama,31662
1836,Hilary and Jackie (1998),Drama,46992
1837,Playing by Heart (1998),Drama|Romance,825
1838,At First Sight (1999),Drama,15556
1839,In Dreams (1999),Horror|Thriller,28902
1840,Varsity Blues (1999),Comedy|Drama,14709
1841,Virus (1999),Horror|Sci-Fi,9423
1842,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,10658
1843,"Gate, The (1987)",Horror,6917
1844,"Boy Who Could Fly, The (1986)",Drama|Fantasy,24086
1845,"Fly, The (1958)",Horror|Mystery|Sci-Fi,11815
1846,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,9426
1847,"Fly II, The (1989)",Horror|Sci-Fi,10344
1848,Running Scared (1986),Action|Comedy,15698
1849,Armed and Dangerous (1986),Comedy|Crime,2620
1850,"Texas Chainsaw Massacre, The (1974)",Horror,30497
1851,"Texas Chainsaw Massacre 2, The (1986)",Horror,16337
1852,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,16780
1853,Ruthless People (1986),Comedy,12151
1854,Deadly Friend (1986),Horror,33278
1855,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,192
1856,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,10945
1857,Peggy Sue Got Married (1986),Comedy|Drama,10013
1858,Crocodile Dundee (1986),Adventure|Comedy,9671
1859,Crocodile Dundee II (1988),Action|Adventure|Comedy,9396
1860,Tough Guys (1986),Comedy,11038
1861,Soul Man (1986),Comedy,12278
1862,"Color of Money, The (1986)",Drama,11873
1863,52 Pick-Up (1986),Action|Mystery|Thriller,18588
1864,Heartbreak Ridge (1986),Action|War,10015
1865,Firewalker (1986),Adventure,12715
1866,¡Three Amigos! (1986),Comedy|Western,8388
1867,My Name Is Joe (1998),Drama|Romance,8129
1868,Still Crazy (1998),Comedy|Romance,1618
1869,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller,10722
1870,She's All That (1999),Comedy|Romance,10314
1871,Peeping Tom (1960),Drama|Horror|Thriller,11167
1872,Payback (1999),Action|Thriller,2112
1873,Simply Irresistible (1999),Comedy|Romance,16172
1874,20 Dates (1998),Comedy|Romance,111794
1875,"Harmonists, The (1997)",Drama,9524
1876,"Last Days, The (1998)",Documentary,20595
1877,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi,16306
1878,Blast from the Past (1999),Comedy|Romance,11622
1879,Message in a Bottle (1999),Romance,10207
1880,My Favorite Martian (1999),Comedy|Sci-Fi,9849
1881,Jawbreaker (1999),Comedy,18892
1882,October Sky (1999),Drama,13466
1883,Office Space (1999),Comedy|Crime,1542
1884,"Apple, The (Sib) (1998)",Drama,43978
1885,200 Cigarettes (1999),Comedy|Drama,15256
1886,8MM (1999),Drama|Mystery|Thriller,8224
1887,"Other Sister, The (1999)",Comedy|Drama|Romance,18417
1888,"Long Goodbye, The (1973)",Crime|Film-Noir,1847
1889,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,42113
1890,Pet Sematary (1989),Horror,8913
1891,Pet Sematary II (1992),Comedy|Horror,10906
1892,Children of the Corn II: The Final Sacrifice (1993),Horror,25748
1893,Children of the Corn III (1994),Horror,25749
1894,Christine (1983),Horror,8769
1895,Night Shift (1982),Comedy,14742
1896,Airport (1970),Drama,10671
1897,Airport 1975 (1974),Action|Drama|Thriller,27932
1898,Airport '77 (1977),Drama,7227
1899,Rollercoaster (1977),Drama|Thriller,10670
1900,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,5919
1901,Alligator (1980),Action|Horror|Sci-Fi,33518
1902,Meteor (1979),Sci-Fi,40160
1903,Westworld (1973),Action|Sci-Fi|Thriller|Western,2362
1904,Logan's Run (1976),Action|Adventure|Sci-Fi,10803
1905,Planet of the Apes (1968),Action|Drama|Sci-Fi,871
1906,Beneath the Planet of the Apes (1970),Action|Sci-Fi,1685
1907,Battle for the Planet of the Apes (1973),Action|Sci-Fi,1705
1908,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,1688
1909,Escape from the Planet of the Apes (1971),Action|Sci-Fi,1687
1910,Avalanche (1978),Action,166680
1911,Earthquake (1974),Action|Drama|Thriller,11123
1912,Beyond the Poseidon Adventure (1979),Adventure,31638
1913,Dancemaker (1998),Documentary,113286
1914,Analyze This (1999),Comedy,9535
1915,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,9455
1916,Cruel Intentions (1999),Drama,796
1917,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,100
1918,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,77936
1919,"Deep End of the Ocean, The (1999)",Drama,30943
1920,"Rage: Carrie 2, The (1999)",Horror,7341
1921,Wing Commander (1999),Action|Sci-Fi,10350
1922,"Haunting, The (1963)",Horror|Thriller,11772
1923,Dead Ringers (1988),Drama|Horror|Thriller,9540
1924,My Boyfriend's Back (1993),Comedy,31503
1925,Village of the Damned (1960),Horror|Sci-Fi|Thriller,11773
1926,Children of the Damned (1963),Horror|Sci-Fi|Thriller,30202
1927,Baby Geniuses (1999),Comedy,22345
1928,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,1567
1929,Forces of Nature (1999),Comedy|Romance,1641
1930,"King and I, The (1999)",Animation|Children,47288
1931,Ravenous (1999),Horror|Thriller,10212
1932,True Crime (1999),Crime|Thriller,10354
1933,Dangerous Beauty (1998),Drama,8583
1934,"King and I, The (1956)",Drama|Musical|Romance,16520
1935,Doug's 1st Movie (1999),Animation|Children,16508
1936,EDtv (1999),Comedy,11374
1937,"Mod Squad, The (1999)",Action|Crime,16379
1938,"Walk on the Moon, A (1999)",Drama|Romance,28029
1939,"Matrix, The (1999)",Action|Sci-Fi|Thriller,603
1940,10 Things I Hate About You (1999),Comedy|Romance,4951
1941,Tango (1998),Drama|Musical,65749
1942,"Out-of-Towners, The (1999)",Comedy,8970
1943,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,9840
1944,Metroland (1997),Comedy|Drama,30950
1945,Following (1998),Crime|Mystery|Thriller,11660
1946,Go (1999),Comedy|Crime,9430
1947,Never Been Kissed (1999),Comedy|Romance,11355
1948,Twin Dragons (Shuang long hui) (1992),Action|Comedy,18764
1949,Cookie's Fortune (1999),Comedy|Drama,9465
1950,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,1414
1951,Goodbye Lover (1999),Comedy|Crime|Thriller,49981
1952,Life (1999),Comedy|Crime|Drama,6522
1953,Friends & Lovers (1999),Comedy|Drama|Romance,114719
1954,Hideous Kinky (1998),Drama,10209
1955,"Monster, The (Mostro, Il) (1994)",Comedy,22826
1956,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,1902
1957,SLC Punk! (1998),Comedy|Drama,6396
1958,Lost & Found (1999),Comedy|Romance,39964
1959,Pushing Tin (1999),Comedy,12596
1960,Election (1999),Comedy,9451
1961,eXistenZ (1999),Action|Sci-Fi|Thriller,1946
1962,Entrapment (1999),Crime|Thriller,1844
1963,Idle Hands (1999),Comedy|Horror,6552
1964,Get Real (1998),Drama|Romance,24584
1965,"King of Masks, The (Bian Lian) (1996)",Drama,25471
1966,"Winslow Boy, The (1999)",Drama,28519
1967,Mildred Pierce (1945),Drama|Film-Noir,3309
1968,Night of the Comet (1984),Comedy|Horror|Sci-Fi,18462
1969,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,28941
1970,My Science Project (1985),Adventure|Sci-Fi,18252
1971,Dick Tracy (1990),Action|Crime,8592
1972,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,564
1973,"Castle, The (1997)",Comedy,13852
1974,This Is My Father (1998),Drama|Romance,25232
1975,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,10210
1976,Trippin' (1999),Comedy,53862
1977,After Life (Wandafuru raifu) (1998),Drama|Fantasy,17962
1978,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,9460
1979,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,1893
1980,"Love Letter, The (1999)",Comedy|Romance,31342
1981,Besieged (a.k.a. L' Assedio) (1998),Drama,44297
1982,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,8785
1983,"Mummy, The (1932)",Horror|Romance,15849
1984,"Mummy, The (1959)",Horror,18990
1985,Mommie Dearest (1981),Drama,15660
1986,Superman (1978),Action|Adventure|Sci-Fi,1924
1987,Superman II (1980),Action|Sci-Fi,8536
1988,Superman III (1983),Action|Adventure|Sci-Fi,9531
1989,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,11411
1990,Dracula (1931),Horror,138
1991,Frankenstein (1931),Drama|Horror|Sci-Fi,3035
1992,Frankenstein Meets the Wolf Man (1943),Horror,3076
1993,"Curse of Frankenstein, The (1957)",Horror,3079
1994,"Wolf Man, The (1941)",Drama|Fantasy|Horror,13666
1995,Howling II: Your Sister Is a Werewolf (1985),Horror,29794
1996,Tarantula (1955),Horror|Sci-Fi,9077
1997,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,36685
1998,It Came from Hollywood (1982),Comedy|Documentary,30168
1999,"Thing from Another World, The (1951)",Horror|Sci-Fi,10785
2000,It Came from Outer Space (1953),Sci-Fi,19483
2001,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,8974
2002,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,11549
2003,Earth vs. the Flying Saucers (1956),Sci-Fi,18158
2004,Swamp Thing (1982),Horror|Sci-Fi,17918
2005,Pork Chop Hill (1959),War,37305
2006,Run Silent Run Deep (1958),War,18784
2007,Notting Hill (1999),Comedy|Romance,509
2008,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,1090
2009,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,15059
2010,Instinct (1999),Drama|Thriller,12117
2011,Buena Vista Social Club (1999),Documentary|Musical,11779
2012,Free Enterprise (1998),Comedy|Romance|Sci-Fi,13533
2013,Limbo (1999),Drama,62676
2014,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,817
2015,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,14283
2016,Tarzan (1999),Adventure|Animation|Children|Drama,37135
2017,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,2275
2018,"Ideal Husband, An (1999)",Comedy|Romance,24137
2019,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,10376
2020,Run Lola Run (Lola rennt) (1998),Action|Crime,104
2021,Trekkies (1997),Documentary,15800
2022,Big Daddy (1999),Comedy,9032
2023,"Boys, The (1998)",Drama,13821
2024,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,9421
2025,My Son the Fanatic (1997),Comedy|Drama|Romance,55955
2026,Zone 39 (1997),Sci-Fi,67067
2027,Arachnophobia (1990),Comedy|Horror,6488
2028,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,9473
2029,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,8487
2030,Summer of Sam (1999),Drama,10279
2031,American Pie (1999),Comedy|Romance,2105
2032,Arlington Road (1999),Thriller,1073
2033,"Autumn Tale, An (Conte d'automne) (1998)",Romance,10239
2034,Muppets From Space (1999),Children|Comedy,10208
2035,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,2667
2036,Eyes Wide Shut (1999),Drama|Mystery|Thriller,345
2037,Lake Placid (1999),Horror|Thriller,9825
2038,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,620
2039,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,2978
2040,Drop Dead Gorgeous (1999),Comedy,10490
2041,"Haunting, The (1999)",Horror|Thriller,11618
2042,Inspector Gadget (1999),Action|Adventure|Children|Comedy,332
2043,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,8914
2044,Mystery Men (1999),Action|Comedy|Fantasy,9824
2045,Runaway Bride (1999),Comedy|Romance,4806
2046,Twin Falls Idaho (1999),Drama,33430
2047,"Killing, The (1956)",Crime|Film-Noir,247
2048,Killer's Kiss (1955),Crime|Film-Noir,10056
2049,Spartacus (1960),Action|Drama|Romance|War,967
2050,Lolita (1962),Drama|Romance,802
2051,Barry Lyndon (1975),Drama|Romance|War,3175
2052,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,147
2053,Jules and Jim (Jules et Jim) (1961),Drama|Romance,1628
2054,Vibes (1988),Adventure|Comedy|Romance,21185
2055,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,11120
2056,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,10136
2057,Brighton Beach Memoirs (1986),Comedy,32060
2058,Assassination (1987),Action|Drama|Thriller,48686
2059,Crimes of the Heart (1986),Comedy|Drama,48259
2060,"Color Purple, The (1985)",Drama,873
2061,"Kindred, The (1986)",Horror|Sci-Fi,48660
2062,No Mercy (1986),Action|Crime|Thriller,26789
2063,Ménage (Tenue de soirée) (1986),Comedy|Drama,3934
2064,Native Son (1986),Drama,108312
2065,Otello (1986),Drama,198469
2066,"Mission, The (1986)",Drama,11416
2067,Little Shop of Horrors (1986),Comedy|Horror|Musical,10776
2068,"Little Shop of Horrors, The (1960)",Comedy|Horror,24452
2069,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,9710
2070,"Morning After, The (1986)",Drama|Mystery,31924
2071,Radio Days (1987),Comedy|Drama,30890
2072,From the Hip (1987),Comedy|Drama,24081
2073,Outrageous Fortune (1987),Comedy|Mystery,20242
2074,Deadtime Stories (1987),Horror,66194
2075,Frances (1982),Drama,3526
2076,Dick (1999),Comedy,16406
2077,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,10386
2078,"Sixth Sense, The (1999)",Drama|Horror|Mystery,745
2079,"Thomas Crown Affair, The (1999)",Action|Mystery,913
2080,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,912
2081,"Acid House, The (1998)",Comedy|Drama,12229
2082,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,67323
2083,"Yards, The (2000)",Crime|Drama,19457
2084,Bowfinger (1999),Comedy,11353
2085,Brokedown Palace (1999),Drama,17707
2086,Detroit Rock City (1999),Comedy,9781
2087,Better Than Chocolate (1999),Comedy|Romance,18212
2088,Head On (1998),Drama,13817
2089,Heaven Can Wait (1978),Comedy,12185
2090,Pit and the Pendulum (1961),Horror,28501
2091,"Masque of the Red Death, The (1964)",Horror,25319
2092,Haunted Honeymoon (1986),Comedy,24103
2093,Cat's Eye (1985),Horror,10552
2094,Monty Python's And Now for Something Completely Different (1971),Comedy,9267
2095,Damien: Omen II (1978),Horror,10766
2096,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,10768
2097,Airplane! (1980),Comedy,813
2098,Airplane II: The Sequel (1982),Comedy,2665
2099,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,9406
2100,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,11418
2101,National Lampoon's Vacation (1983),Comedy,11153
2102,Funny Farm (1988),Comedy,14170
2103,Big (1988),Comedy|Drama|Fantasy|Romance,2280
2104,Problem Child (1990),Children|Comedy,11077
2105,Problem Child 2 (1991),Comedy,28597
2106,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,22611
2107,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,39780
2108,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,10396
2109,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,9944
2110,"Christmas Story, A (1983)",Children|Comedy,850
2111,Mickey Blue Eyes (1999),Comedy|Romance,10154
2112,Teaching Mrs. Tingle (1999),Comedy|Thriller,10342
2113,Universal Soldier: The Return (1999),Action|Sci-Fi,10366
2114,Universal Soldier (1992),Action|Sci-Fi,9349
2115,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,10494
2116,In Too Deep (1999),Action|Thriller,22314
2117,"Source, The (1999)",Documentary,51679
2118,Iron Eagle (1986),Action|War,11037
2119,Iron Eagle II (1988),Action|War,11955
2120,Aces: Iron Eagle III (1992),Action,2038
2121,Iron Eagle IV (1995),Action|War,28737
2122,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,11963
2123,Hamlet (1964),Drama,141489
2124,Medicine Man (1992),Adventure|Romance,9096
2125,On the Ropes (1999),Documentary|Drama,113273
2126,"13th Warrior, The (1999)",Action|Adventure|Fantasy,1911
2127,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,2900
2128,Dudley Do-Right (1999),Children|Comedy,17709
2129,"Muse, The (1999)",Comedy,37718
2130,Chill Factor (1999),Action|Adventure|Comedy|Thriller,2162
2131,Outside Providence (1999),Comedy,14578
2132,Bedrooms & Hallways (1998),Comedy|Romance,40694
2133,West Beirut (West Beyrouth) (1998),Drama,49184
2134,Stigmata (1999),Drama|Thriller,10307
2135,Stir of Echoes (1999),Horror|Mystery|Thriller,11601
2136,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,1075
2137,"Minus Man, The (1999)",Drama|Mystery,21719
2138,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,47951
2139,Only Angels Have Wings (1939),Adventure|Drama|Romance,43832
2140,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,47697
2141,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,862
2142,"Soldier's Story, A (1984)",Drama,26522
2143,I Saw What You Did (1965),Thriller,28295
2144,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,12105
2145,American Beauty (1999),Drama|Romance,14
2146,Stop Making Sense (1984),Documentary|Musical,24128
2147,Blue Streak (1999),Comedy,11001
2148,For Love of the Game (1999),Comedy|Drama,10390
2149,Caligula (1979),Drama,9453
2150,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,704
2151,Sugar Town (1999),Comedy,142132
2152,"Buddy Holly Story, The (1978)",Drama,24153
2153,Fright Night (1985),Comedy|Horror|Thriller,11797
2154,Fright Night Part II (1988),Horror,18086
2155,Barefoot in the Park (1967),Comedy,17887
2156,Deliverance (1972),Adventure|Drama|Thriller,10669
2157,Excalibur (1981),Adventure|Fantasy,11527
2158,"Pajama Game, The (1957)",Comedy|Musical|Romance,40867
2159,Sommersby (1993),Drama|Mystery|Romance,1049
2160,Thumbelina (1994),Animation|Children|Fantasy,28032
2161,Tommy (1975),Musical,11326
2162,Hell Night (1981),Horror,28377
2163,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,10975
2164,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,10974
2165,Double Jeopardy (1999),Action|Crime|Drama|Thriller,10398
2166,Jakob the Liar (1999),Drama,2290
2167,Mumford (1999),Comedy|Drama,24071
2168,Dog Park (1998),Comedy|Romance,62994
2169,Guinevere (1999),Drama|Romance,60994
2170,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,16112
2171,Simon Sez (1999),Action|Comedy,32305
2172,Drive Me Crazy (1999),Comedy|Romance,14429
2173,"Mystery, Alaska (1999)",Comedy|Drama,15198
2174,Three Kings (1999),Action|Adventure|Comedy|Drama|War,6415
2175,"Happy, Texas (1999)",Comedy,24066
2176,New Rose Hotel (1998),Action|Drama,21430
2177,Plunkett & MaCleane (1999),Action|Adventure|Drama,10381
2178,Romance (1999),Drama|Romance,171982
2179,Alvarez Kelly (1966),Western,60285
2180,And the Ship Sails On (E la nave va) (1983),Comedy|War,5622
2181,"Dark Half, The (1993)",Horror|Mystery,10349
2182,Gulliver's Travels (1939),Adventure|Animation|Children,42518
2183,Monkey Shines (1988),Horror|Sci-Fi,29787
2184,Phantasm (1979),Horror|Sci-Fi,9638
2185,Psycho II (1983),Horror|Mystery|Thriller,10576
2186,Psycho III (1986),Horror|Thriller,12662
2187,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,11712
2188,Random Hearts (1999),Drama|Romance,12618
2189,Superstar (1999),Comedy,13824
2190,Boys Don't Cry (1999),Drama,226
2191,"Limey, The (1999)",Crime|Drama|Thriller,10388
2192,Risky Business (1983),Comedy,9346
2193,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,861
2194,Body Heat (1981),Crime|Thriller,14412
2195,Ferris Bueller's Day Off (1986),Comedy,9377
2196,"Year of Living Dangerously, The (1982)",Drama|Romance|War,11541
2197,High Plains Drifter (1973),Western,11901
2198,Hang 'Em High (1968),Crime|Drama|Western,4929
2199,Drunken Master (Jui kuen) (1978),Action|Comedy,11230
2200,"Conformist, The (Conformista, Il) (1970)",Drama,8416
2201,Hairspray (1988),Comedy|Drama,11054
2202,Brief Encounter (1946),Drama|Romance,851
2203,"Razor's Edge, The (1984)",Drama,24453
2204,Reds (1981),Drama|Romance,18254
2205,Return with Honor (1998),Documentary,56235
2206,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,20123
2207,Days of Heaven (1978),Drama,16642
2208,"Lady Eve, The (1941)",Comedy|Romance,3086
2209,Sullivan's Travels (1941),Adventure|Comedy|Romance,16305
2210,"Palm Beach Story, The (1942)",Comedy,32255
2211,Niagara (1953),Drama|Thriller,19997
2212,Gilda (1946),Drama|Film-Noir|Mystery|Romance,3767
2213,South Pacific (1958),Musical|Romance|War,17352
2214,Flashdance (1983),Drama|Romance,535
2215,Indochine (1992),Drama|Romance,2731
2216,"Dirty Dozen, The (1967)",Action|Drama|War,1654
2217,Help! (1965),Comedy|Musical,14831
